merged_cubic_angles_1,merged_cubic_angles_2,merged_cubic_angles_3,merged_cubic_angles_4,merged_cubic_angles_5,merged_cubic_angles_6,merged_cubic_angles_7,merged_cubic_angles_8,merged_cubic_angles_9,merged_cubic_angles_10,merged_cubic_angles_11,merged_cubic_angles_12,merged_cubic_angles_13,merged_cubic_angles_14
-2,3,31,-2,52,0,-1,17.4514536868457,0,-28.8368656121985,-2.47116807009558,-58.5864957897132,-1.05766385980883,-1.58649578971325
-2,3,31,-2,52,0,-1,18.02115430132,0,-28.4398015475649,-2.45390441511152,-58.6382867546655,-1.09219116977697,-1.63828675466545
-2,3,31,-2,52,0,-1,18.5892327036868,0,-28.0438681156122,-2.4366899180701,-58.6899302457897,-1.12662016385981,-1.68993024578971
-2,3,31,-2,52,0,-1,19.155080564406,0,-27.6494893035958,-2.41954301319982,-58.7413709604005,-1.16091397360036,-1.74137096040055
-2,3,31,-2,52,0,-1,19.7180895539372,0,-27.2570890987711,-2.40248213472918,-58.7925535958125,-1.19503573054165,-1.79255359581247
-2,3,31,-2,52,0,-1,20.2776513427401,0,-26.8670914883933,-2.38552571688666,-58.84342284934,-1.22894856622667,-1.84342284934001
-2,3,31,-2,52,0,-1,20.8331576012745,0,-26.4799204597178,-2.36869219390077,-58.8939234182977,-1.26261561219845,-1.89392341829768
-2,3,31,-2,52,0,-1,21.384,0,-26.096,-2.352,-58.944,-1.296,-1.944
-2,3,31,-2,52,0,-1,21.9295702093764,0,-25.7157540964952,-2.33546756941284,-58.9935972917615,-1.32906486117433,-1.99359729176149
-2,3,31,-2,52,0,-1,22.4692598998635,0,-25.3396067364588,-2.31911333636777,-59.0426599908967,-1.36177332726445,-2.04265999089668
-2,3,31,-2,52,0,-1,23.0024607419208,0,-24.9679819071461,-2.30295573509331,-59.0911327947201,-1.39408852981338,-2.09113279472007
-2,3,31,-2,52,0,-1,23.5285644060082,0,-24.6013035958125,-2.28701319981793,-59.1389604005462,-1.42597360036413,-2.1389604005462
-2,3,31,-2,52,0,-1,24.0469625625853,0,-24.2399957897132,-2.27130416477014,-59.1860875056896,-1.45739167045972,-2.18608750568958
-2,3,31,-2,52,0,-1,24.557046882112,0,-23.8844824761038,-2.25584706417842,-59.2324588074647,-1.48830587164315,-2.23245880746473
-2,3,31,-2,52,0,-1,25.0582090350478,0,-23.5351876422394,-2.24066033227128,-59.2780190031862,-1.51867933545744,-2.27801900318616
-2,3,31,-2,52,0,-1,25.5498406918525,0,-23.1925352753755,-2.2257624032772,-59.3227127901684,-1.54847519344561,-2.32271279016841
-2,3,31,-2,52,0,-1,26.0313335229859,0,-22.8569493627674,-2.21117171142467,-59.366484865726,-1.57765657715066,-2.36648486572599
-2,3,31,-2,52,0,-1,26.5020791989076,0,-22.5288538916705,-2.19690669094219,-59.4092799271734,-1.60618661811561,-2.40927992717342
-2,3,31,-2,52,0,-1,26.9614693900774,0,-22.20867284934,-2.18298577605826,-59.4510426718252,-1.63402844788348,-2.45104267182522
-2,3,31,-2,52,0,-1,27.4088957669549,0,-21.8968302230314,-2.16942740100137,-59.4917177969959,-1.66114519799727,-2.4917177969959
-2,3,31,-2,52,0,-1,27.84375,0,-21.59375,-2.15625,-59.53125,-1.6875,-2.53125
-2,3,31,-2,52,0,-1,28.2654237596723,0,-21.2998561675011,-2.14347200728266,-59.569583978152,-1.71305598543468,-2.56958397815203
-2,3,31,-2,52,0,-1,28.6733087164315,0,-21.0155727127902,-2.13111185707783,-59.6066644287665,-1.73777628584433,-2.6066644287665
-2,3,31,-2,52,0,-1,29.0667965407374,0,-20.7413236231224,-2.11918798361402,-59.6424360491579,-1.76162403277196,-2.64243604915794
-2,3,31,-2,52,0,-1,29.4452789030496,0,-20.4775328857533,-2.10771882111971,-59.6768435366409,-1.78456235776058,-2.67684353664087
-2,3,31,-2,52,0,-1,29.808147473828,0,-20.2246244879381,-2.0967228038234,-59.7098315885298,-1.80655439235321,-2.70983158852981
-2,3,31,-2,52,0,-1,30.1547939235321,0,-19.9830224169322,-2.08621836595357,-59.7413449021393,-1.82756326809285,-2.74134490213928
-2,3,31,-2,52,0,-1,30.4846099226218,0,-19.7531506599909,-2.07622394173873,-59.7713281747838,-1.84755211652253,-2.7713281747838
-2,3,31,-2,52,0,-1,30.7969871415567,0,-19.5354332043696,-2.06675796540737,-59.7997261037779,-1.86648406918525,-2.79972610377788
-2,3,31,-2,52,0,-1,31.0913172507965,0,-19.3302940373236,-2.05783887118798,-59.8264833864361,-1.88432225762403,-2.82648338643605
-2,3,31,-2,52,0,-1,31.3669919208011,0,-19.1381571461083,-2.04948509330906,-59.8515447200728,-1.90102981338188,-2.85154472007283
-2,3,31,-2,52,0,-1,31.62340282203,0,-18.9594465179791,-2.04171506599909,-59.8748548020027,-1.91656986800182,-2.87485480200273
-2,3,31,-2,52,0,-1,31.8599416249431,0,-18.7945861401912,-2.03454722348657,-59.8963583295403,-1.93090555302685,-2.89635832954028
-2,3,31,-2,52,0,-1,32.076,0,-18.644,-2.028,-59.916,-1.944,-2.916
-2,3,31,-2,52,0,-1,32.2709696176604,0,-18.5081120846609,-2.02209182976787,-59.9337245106964,-1.95581634046427,-2.9337245106964
-2,3,31,-2,52,0,-1,32.4442421483842,0,-18.3873463814292,-2.01684114701866,-59.949476558944,-1.96631770596268,-2.94947655894401
-2,3,31,-2,52,0,-1,32.5952092626309,0,-18.2821268775603,-2.01226638598088,-59.9632008420574,-1.97546722803823,-2.96320084205735
-2,3,31,-2,52,0,-1,32.7232626308603,0,-18.1928775603095,-2.00838598088302,-59.9748420573509,-1.98322803823396,-2.97484205735093
-2,3,31,-2,52,0,-1,32.8277939235321,0,-18.1200224169322,-2.00521836595357,-59.9843449021393,-1.98956326809285,-2.98434490213928
-2,3,31,-2,52,0,-1,32.908194811106,0,-18.0639854346837,-2.00278197542103,-59.9916540737369,-1.99443604915794,-2.99165407373691
-2,3,31,-2,52,0,-1,32.9638569640419,0,-18.0251906008193,-2.00109524351388,-59.9967142694584,-1.99780951297223,-2.99671426945835
-2,3,31,-2,52,0,-1,32.9941720527993,0,-18.0040619025945,-2.00017660446063,-59.9994701866181,-1.99964679107874,-2.99947018661812
-2,3,31,-2,52,0,-1,33,0,-18,-2,-60,-2,-3
-2,3,31,-2,52,0,-1,33.0005454030999,-0.00163620929962605,-18.0018180103329,-2.00290881653267,-59.9980001886338,-2.00318151808261,-3.00027270154994
-2,3,31,-2,52,0,-1,33.0021735621692,-0.00652068650773454,-18.0072452072308,-2.01159233156931,-59.9920302720461,-2.01267911265393,-3.00108678108462
-2,3,31,-2,52,0,-1,33.0048724018627,-0.0146172055881718,-18.0162413395424,-2.02598614326786,-59.9821345265033,-2.02842234419922,-3.00243620093136
-2,3,31,-2,52,0,-1,33.0086298468349,-0.025889540504783,-18.0287661561164,-2.04602584978628,-59.9683572282719,-2.05034077320374,-3.00431492341746
-2,3,31,-2,52,0,-1,33.0134338217405,-0.0403014652214152,-18.0447794058016,-2.07164704928252,-59.9507426536183,-2.07836396015275,-3.00671691087024
-2,3,31,-2,52,0,-1,33.019272251234,-0.0578167537019137,-18.0642408374466,-2.10278533991451,-59.9293350788088,-2.1124214655315,-3.00963612561699
-2,3,31,-2,52,0,-1,33.02613305997,-0.0783991799101235,-18.0871101999001,-2.13937631984022,-59.9041787801099,-2.15244284982524,-3.01306652998502
-2,3,31,-2,52,0,-1,33.0340041726033,-0.102012517809892,-18.113347242011,-2.18135558721759,-59.8753180337879,-2.19835767351924,-3.01700208630165
-2,3,31,-2,52,0,-1,33.0428735137884,-0.128620541365064,-18.1429117126278,-2.22865874020456,-59.8427971161094,-2.25009549709874,-3.02143675689418
-2,3,31,-2,52,0,-1,33.0527290081798,-0.158187024539487,-18.1757633605994,-2.28122137695909,-59.8066603033406,-2.307585881049,-3.02636450408991
-2,3,31,-2,52,0,-1,33.0635585804323,-0.190675741297005,-18.2118619347745,-2.33897909563912,-59.7669518717481,-2.37075838585529,-3.03177929021617
-2,3,31,-2,52,0,-1,33.0753501552005,-0.226050465601465,-18.2511671840016,-2.40186749440261,-59.7237160975982,-2.43954257200285,-3.03767507760024
-2,3,31,-2,52,0,-1,33.0880916571389,-0.264274971416714,-18.2936388571297,-2.46982217140749,-59.6769972571574,-2.51386799997694,-3.04404582856945
-2,3,31,-2,52,0,-1,33.1017710109022,-0.305313032706594,-18.3392367030073,-2.54277872481172,-59.6268396266919,-2.59366423026282,-3.0508855054511
-2,3,31,-2,52,0,-1,33.116376141145,-0.349128423434956,-18.3879204704833,-2.62067275277326,-59.5732874824684,-2.67886082334575,-3.05818807057249
-2,3,31,-2,52,0,-1,33.1318949725219,-0.395684917565641,-18.4396499084063,-2.70343985345003,-59.5163851007531,-2.76938733971097,-3.06594748626094
-2,3,31,-2,52,0,-1,33.1483154296875,-0.4449462890625,-18.494384765625,-2.791015625,-59.4561767578125,-2.86517333984375,-3.07415771484375
-2,3,31,-2,52,0,-1,33.1656254372965,-0.496876311889376,-18.5520847909882,-2.88333566558111,-59.392706729913,-2.96614838422934,-3.08281271864823
-2,3,31,-2,52,0,-1,33.1838129200034,-0.551438760010113,-18.6127097333446,-2.98033557335131,-59.326019293321,-3.072242033353,-3.09190646000169
-2,3,31,-2,52,0,-1,33.2028658024629,-0.608597407388562,-18.6762193415428,-3.08195094646855,-59.2561587243029,-3.18338384769998,-3.10143290123143
-2,3,31,-2,52,0,-1,33.2227720093295,-0.668316027988563,-18.7425733644317,-3.18811738309078,-59.1831692991251,-3.29950338775554,-3.11138600466476
-2,3,31,-2,52,0,-1,33.243519465258,-0.730558395773967,-18.81173155086,-3.29877048137594,-59.107095294054,-3.42053021400494,-3.12175973262899
-2,3,31,-2,52,0,-1,33.2650960949029,-0.795288284708619,-18.8836536496762,-3.41384583948199,-59.0279809853561,-3.54639388693343,-3.13254804745144
-2,3,31,-2,52,0,-1,33.2874898229188,-0.86246946875636,-18.9582994097293,-3.53327905556686,-58.9458706492978,-3.67702396702626,-3.14374491145939
-2,3,31,-2,52,0,-1,33.3106885739603,-0.932065721881043,-19.0356285798678,-3.65700572778852,-58.8608085621454,-3.8123500147687,-3.15534428698017
-2,3,31,-2,52,0,-1,33.3346802726822,-1.00404081804651,-19.1156009089406,-3.7849614543049,-58.7728390001654,-3.95230159064599,-3.16734013634108
-2,3,31,-2,52,0,-1,33.3594528437389,-1.07835853121661,-19.1981761457962,-3.91708183327397,-58.6820062396241,-4.0968082551434,-3.17972642186943
-2,3,31,-2,52,0,-1,33.3849942117851,-1.15498263535518,-19.2833140392835,-4.05330246285365,-58.5883545567881,-4.24579956874618,-3.19249710589253
-2,3,31,-2,52,0,-1,33.4112923014754,-1.23387690442608,-19.3709743382512,-4.19355894120191,-58.4919282279237,-4.39920509193959,-3.20564615073768
-2,3,31,-2,52,0,-1,33.4383350374644,-1.31500511239314,-19.4611167915479,-4.3377868664767,-58.3927715292973,-4.55695438520889,-3.21916751873219
-2,3,31,-2,52,0,-1,33.4661103444067,-1.39833103322022,-19.5537011480225,-4.48592183683594,-58.2909287371753,-4.71897700903931,-3.23305517220337
-2,3,31,-2,52,0,-1,33.4946061469571,-1.48381844087116,-19.6486871565235,-4.63789945043762,-58.1864441278241,-4.88520252391614,-3.24730307347853
-2,3,31,-2,52,0,-1,33.5238103697699,-1.57143110930981,-19.7460345658998,-4.79365530543965,-58.0793619775102,-5.05556049032462,-3.26190518488497
-2,3,31,-2,52,0,-1,33.5537109375,-1.6611328125,-19.845703125,-4.953125,-57.9697265625,-5.22998046875,-3.27685546875
-2,3,31,-2,52,0,-1,33.5842957748019,-1.7528873244056,-19.9476525826729,-5.11624413227662,-57.8575821590598,-5.40839201967755,-3.29214788740093
-2,3,31,-2,52,0,-1,33.6155528063301,-1.84665841899043,-20.0518426877671,-5.28294830042744,-57.7429730434561,-5.59072470359251,-3.30777640316507
-2,3,31,-2,52,0,-1,33.6474699567395,-1.94240987021836,-20.1582331891315,-5.45317310261042,-57.6259434919553,-5.77690808098015,-3.32373497836973
