7.00028,3.99972,30.9994,-2,51.7289,-0.000555556,-1.005,0,0.000277778,-40.9069,-2.99889,-56.9997,0,-0.00916667
7.00028,3.99972,30.9994,-2,51.7289,-0.000555556,-1.005,0,0.000277778,-40.9069,-2.99889,-56.9997,0,-0.00833333
6.36417,3.99972,30.9994,-2.00083,51.0119,-0.000555556,-1.005,0,0.000277778,-40.9069,-2.99889,-56.9997,0,-0.00833333
6.36417,3.99972,30.9994,-2.00083,51.0119,-0.000555556,-1.00333,0,0.000277778,-40.0203,-3.00056,-56.9997,0,-0.0075
6.00417,3.99972,30.9994,-2.00083,51.0119,-0.000555556,-1.00333,0,0.000277778,-40.0203,-3.00056,-56.9997,0,-0.0075
6.00417,3.24833,30.9994,-2,51.0044,0,-0.988333,0.321389,0.000277778,-40.0203,-3.00056,-56.9997,0,-0.0075
6.00417,3.24833,30.9994,-2,51.0044,0,-0.988333,0.321389,0.000277778,-40.0178,-2.25472,-56.6386,0,0.00611111
6.00139,3,30.9994,-2,51.0044,0,-0.988333,0.321389,0.000277778,-40.0178,-2.25472,-56.6386,0,0.00611111
6.00139,3,30.9994,-2,51.0017,0,-1.01028,1.00389,0.000277778,-40.9583,-1.99972,-56.6386,0,0.00611111
6.00139,3,30.9994,-2,51.0017,0,-1.01028,1.00389,0.000277778,-40.9583,-1.99972,-56.0011,0,0.00611111
5.25861,2.85694,32.2089,-2.00083,51.0003,0,-1.01028,1.00389,0.000277778,-40.9583,-1.99972,-56.0011,0,0.00611111
5.25861,2.85694,32.2089,-2.00083,51.0003,0,-1.01278,1.00306,0.000277778,-40.9958,-1.99972,-56.0003,0,0.00611111
5.25861,2.85694,32.2089,-2.00083,51.0003,0,-1.01278,1.00306,0.000277778,-40.9958,-1.99972,-56.0003,0,-0.00833333
5,2.01944,33.83,-2,50.9997,0,-0.990278,1.00194,0.000277778,-40.9958,-1.99972,-56.0003,0,-0.00833333
