-4,3,31,-2,52,0,-1,0,0,-41,-3,-57,0,0
-4,3,31,-2,52,0,-1,33,0,-18,-2,-60,-2,-3
-4,3,31,-2,52,0,-1,49,-19,-48,-44,-23,11,-11
-4,3,31,-2,52,0,-1,49,-5,-48,-44,-23,11,-11
-4,3,31,-2,52,0,-1,49,-19,-48,-44,-23,11,-11
-4,3,31,-2,52,0,-1,38,-17,-40,-29,-55,-3,-12
-4,3,31,-2,52,0,-1,73,-24,-73,-47,-91,1,-12
-4,3,31,-2,52,0,-1,73,-18,-73,-47,-91,1,-12
-4,3,31,-2,52,0,-1,73,-24,-73,-47,-91,1,-12
-4,3,31,-2,52,0,-1,33,0,-18,-2,-60,-2,-3
-4,3,31,-2,52,0,-1,0,0,-41,-3,-57,0,0
-37,-5,32,0,55,5,-10,0,0,-41,-3,-57,0,0
-87,9,34,50,144,-12,13,0,0,-41,-3,-57,0,0
-87,-20,34,50,144,-12,13,0,0,-41,-3,-57,0,0
-80,-23,34,43,151,-12,7,0,0,-41,-3,-57,0,0
-87,-20,34,50,144,-12,13,0,0,-41,-3,-57,0,0
-87,19,34,90,90,0,0,0,0,-41,-3,-57,0,0
-48,19,34,104,136,0,5,0,0,-41,-3,-57,0,0
-48,19,34,104,136,0,5,19,0,-27,-30,-74,-2,-3
-48,19,34,104,136,0,5,19,9,-27,-74,-74,-2,-3
-48,19,34,104,136,0,5,25,21,-37,-67,-80,-2,-3
-40,41,30,104,143,10,5,21,-4,-37,-67,-80,-2,-3
-37,-5,32,0,55,5,-10,19,0,-27,-30,-74,-2,-3
-4,3,31,-2,52,0,-1,0,0,-41,-3,-57,0,0
